id,name,price,barcode,stock_quantity,village,category,description
1060,Local Produce (Maize),35.0,101056,2,Maize,Agriculture,Available in Maize. Population: 1000
1061,Handicrafts (Maize),36.0,101057,2,Maize,Agriculture,Available in Maize. Population: 1000
1062,Services (Maize),37.0,101058,2,Maize,Agriculture,Available in Maize. Population: 1000
1063,Food Items (Maize),38.0,101059,2,Maize,Agriculture,Available in Maize. Population: 1000
1064,Household Goods (Maize),39.0,101060,2,Maize,Agriculture,Available in Maize. Population: 1000
1065,Local Produce (Repairs),20.0,101061,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1066,Handicrafts (Repairs),21.0,101062,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1067,Services (Repairs),22.0,101063,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1068,Food Items (Repairs),23.0,101064,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1069,Household Goods (Repairs),24.0,101065,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1070,Local Produce (Repairs),25.0,101066,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1071,Handicrafts (Repairs),26.0,101067,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1072,Services (Repairs),27.0,101068,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1073,Food Items (Repairs),28.0,101069,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1074,Household Goods (Repairs),29.0,101070,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1075,Local Produce (Repairs),30.0,101071,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1076,Handicrafts (Repairs),31.0,101072,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1077,Services (Repairs),32.0,101073,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1078,Food Items (Repairs),33.0,101074,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1079,Household Goods (Repairs),34.0,101075,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1080,Local Produce (Repairs),35.0,101076,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1081,Handicrafts (Repairs),36.0,101077,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1082,Services (Repairs),37.0,101078,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1083,Food Items (Repairs),38.0,101079,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1084,Household Goods (Repairs),39.0,101080,2,Repairs,Agriculture,Available in Repairs. Population: 1000
1085,Local Produce (Clothing),20.0,101081,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1086,Handicrafts (Clothing),21.0,101082,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1087,Services (Clothing),22.0,101083,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1088,Food Items (Clothing),23.0,101084,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1089,Household Goods (Clothing),24.0,101085,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1090,Local Produce (Clothing),25.0,101086,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1091,Handicrafts (Clothing),26.0,101087,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1092,Services (Clothing),27.0,101088,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1093,Food Items (Clothing),28.0,101089,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1094,Household Goods (Clothing),29.0,101090,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1095,Local Produce (Clothing),30.0,101091,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1096,Handicrafts (Clothing),31.0,101092,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1097,Services (Clothing),32.0,101093,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1098,Food Items (Clothing),33.0,101094,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1099,Household Goods (Clothing),34.0,101095,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1100,Local Produce (Clothing),35.0,101096,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1101,Handicrafts (Clothing),36.0,101097,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1102,Services (Clothing),37.0,101098,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1103,Food Items (Clothing),38.0,101099,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1104,Household Goods (Clothing),39.0,101100,2,Clothing,Agriculture,Available in Clothing. Population: 1000
1105,Local Produce (Pumpkin),20.0,101101,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1106,Handicrafts (Pumpkin),21.0,101102,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1107,Services (Pumpkin),22.0,101103,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1108,Food Items (Pumpkin),23.0,101104,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1109,Household Goods (Pumpkin),24.0,101105,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1110,Local Produce (Pumpkin),25.0,101106,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1111,Handicrafts (Pumpkin),26.0,101107,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1112,Services (Pumpkin),27.0,101108,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1113,Food Items (Pumpkin),28.0,101109,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1114,Household Goods (Pumpkin),29.0,101110,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1115,Local Produce (Pumpkin),30.0,101111,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1116,Handicrafts (Pumpkin),31.0,101112,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1117,Services (Pumpkin),32.0,101113,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1118,Food Items (Pumpkin),33.0,101114,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1119,Household Goods (Pumpkin),34.0,101115,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1120,Local Produce (Pumpkin),35.0,101116,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1121,Handicrafts (Pumpkin),36.0,101117,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1122,Services (Pumpkin),37.0,101118,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1123,Food Items (Pumpkin),38.0,101119,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1124,Household Goods (Pumpkin),39.0,101120,2,Pumpkin,Agriculture,Available in Pumpkin. Population: 1000
1125,Local Produce (Carrots),20.0,101121,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1126,Handicrafts (Carrots),21.0,101122,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1127,Services (Carrots),22.0,101123,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1128,Food Items (Carrots),23.0,101124,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1129,Household Goods (Carrots),24.0,101125,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1130,Local Produce (Carrots),25.0,101126,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1131,Handicrafts (Carrots),26.0,101127,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1132,Services (Carrots),27.0,101128,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1133,Food Items (Carrots),28.0,101129,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1134,Household Goods (Carrots),29.0,101130,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1135,Local Produce (Carrots),30.0,101131,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1136,Handicrafts (Carrots),31.0,101132,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1137,Services (Carrots),32.0,101133,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1138,Food Items (Carrots),33.0,101134,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1139,Household Goods (Carrots),34.0,101135,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1140,Local Produce (Carrots),35.0,101136,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1141,Handicrafts (Carrots),36.0,101137,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1142,Services (Carrots),37.0,101138,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1143,Food Items (Carrots),38.0,101139,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1144,Household Goods (Carrots),39.0,101140,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1145,Local Produce (Cabbage),20.0,101141,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1146,Handicrafts (Cabbage),21.0,101142,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1147,Services (Cabbage),22.0,101143,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1148,Food Items (Cabbage),23.0,101144,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1149,Household Goods (Cabbage),24.0,101145,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1150,Local Produce (Cabbage),25.0,101146,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1151,Handicrafts (Cabbage),26.0,101147,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1152,Services (Cabbage),27.0,101148,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1153,Food Items (Cabbage),28.0,101149,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1154,Household Goods (Cabbage),29.0,101150,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1155,Local Produce (Cabbage),30.0,101151,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1156,Handicrafts (Cabbage),31.0,101152,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1157,Services (Cabbage),32.0,101153,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1158,Food Items (Cabbage),33.0,101154,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1159,Household Goods (Cabbage),34.0,101155,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1160,Local Produce (Cabbage),35.0,101156,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1161,Handicrafts (Cabbage),36.0,101157,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1162,Services (Cabbage),37.0,101158,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1163,Food Items (Cabbage),38.0,101159,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1164,Household Goods (Cabbage),39.0,101160,2,Cabbage,Agriculture,Available in Cabbage. Population: 1000
1165,Local Produce (Chickens),20.0,101161,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1166,Handicrafts (Chickens),21.0,101162,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1167,Services (Chickens),22.0,101163,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1168,Food Items (Chickens),23.0,101164,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1169,Household Goods (Chickens),24.0,101165,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1170,Local Produce (Chickens),25.0,101166,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1171,Handicrafts (Chickens),26.0,101167,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1172,Services (Chickens),27.0,101168,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1173,Food Items (Chickens),28.0,101169,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1174,Household Goods (Chickens),29.0,101170,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1175,Local Produce (Chickens),30.0,101171,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1176,Handicrafts (Chickens),31.0,101172,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1177,Services (Chickens),32.0,101173,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1178,Food Items (Chickens),33.0,101174,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1179,Household Goods (Chickens),34.0,101175,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1180,Local Produce (Chickens),35.0,101176,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1181,Handicrafts (Chickens),36.0,101177,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1182,Services (Chickens),37.0,101178,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1183,Food Items (Chickens),38.0,101179,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1184,Household Goods (Chickens),39.0,101180,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1185,Local Produce (Pottery),20.0,101181,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1186,Handicrafts (Pottery),21.0,101182,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1187,Services (Pottery),22.0,101183,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1188,Food Items (Pottery),23.0,101184,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1189,Household Goods (Pottery),24.0,101185,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1190,Local Produce (Pottery),25.0,101186,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1191,Handicrafts (Pottery),26.0,101187,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1192,Services (Pottery),27.0,101188,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1193,Food Items (Pottery),28.0,101189,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1194,Household Goods (Pottery),29.0,101190,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1195,Local Produce (Pottery),30.0,101191,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1196,Handicrafts (Pottery),31.0,101192,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1197,Services (Pottery),32.0,101193,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1198,Food Items (Pottery),33.0,101194,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1199,Household Goods (Pottery),34.0,101195,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1200,Local Produce (Pottery),35.0,101196,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1201,Handicrafts (Pottery),36.0,101197,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1202,Services (Pottery),37.0,101198,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1203,Food Items (Pottery),38.0,101199,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1204,Household Goods (Pottery),39.0,101200,2,Pottery,Agriculture,Available in Pottery. Population: 1000
1205,Local Produce (Eggs),20.0,101201,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1206,Handicrafts (Eggs),21.0,101202,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1207,Services (Eggs),22.0,101203,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1208,Food Items (Eggs),23.0,101204,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1209,Household Goods (Eggs),24.0,101205,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1210,Local Produce (Eggs),25.0,101206,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1211,Handicrafts (Eggs),26.0,101207,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1212,Services (Eggs),27.0,101208,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1213,Food Items (Eggs),28.0,101209,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1214,Household Goods (Eggs),29.0,101210,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1215,Local Produce (Eggs),30.0,101211,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1216,Handicrafts (Eggs),31.0,101212,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1217,Services (Eggs),32.0,101213,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1218,Food Items (Eggs),33.0,101214,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1219,Household Goods (Eggs),34.0,101215,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1220,Local Produce (Eggs),35.0,101216,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1221,Handicrafts (Eggs),36.0,101217,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1222,Services (Eggs),37.0,101218,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1223,Food Items (Eggs),38.0,101219,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1224,Household Goods (Eggs),39.0,101220,2,Eggs,Agriculture,Available in Eggs. Population: 1000
1225,Local Produce (Preserves),20.0,101221,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1226,Handicrafts (Preserves),21.0,101222,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1227,Services (Preserves),22.0,101223,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1228,Food Items (Preserves),23.0,101224,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1229,Household Goods (Preserves),24.0,101225,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1230,Local Produce (Preserves),25.0,101226,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1231,Handicrafts (Preserves),26.0,101227,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1232,Services (Preserves),27.0,101228,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1233,Food Items (Preserves),28.0,101229,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1234,Household Goods (Preserves),29.0,101230,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1235,Local Produce (Preserves),30.0,101231,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1236,Handicrafts (Preserves),31.0,101232,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1237,Services (Preserves),32.0,101233,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1238,Food Items (Preserves),33.0,101234,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1239,Household Goods (Preserves),34.0,101235,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1240,Local Produce (Preserves),35.0,101236,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1241,Handicrafts (Preserves),36.0,101237,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1242,Services (Preserves),37.0,101238,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1243,Food Items (Preserves),38.0,101239,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1244,Household Goods (Preserves),39.0,101240,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1245,Local Produce (Chickens),20.0,101241,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1246,Handicrafts (Chickens),21.0,101242,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1247,Services (Chickens),22.0,101243,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1248,Food Items (Chickens),23.0,101244,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1249,Household Goods (Chickens),24.0,101245,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1250,Local Produce (Chickens),25.0,101246,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1251,Handicrafts (Chickens),26.0,101247,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1252,Services (Chickens),27.0,101248,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1253,Food Items (Chickens),28.0,101249,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1254,Household Goods (Chickens),29.0,101250,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1255,Local Produce (Chickens),30.0,101251,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1256,Handicrafts (Chickens),31.0,101252,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1257,Services (Chickens),32.0,101253,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1258,Food Items (Chickens),33.0,101254,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1259,Household Goods (Chickens),34.0,101255,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1260,Local Produce (Chickens),35.0,101256,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1261,Handicrafts (Chickens),36.0,101257,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1262,Services (Chickens),37.0,101258,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1263,Food Items (Chickens),38.0,101259,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1264,Household Goods (Chickens),39.0,101260,2,Chickens,Agriculture,Available in Chickens. Population: 1000
1265,Local Produce (Goats),20.0,101261,2,Goats,Agriculture,Available in Goats. Population: 1000
1266,Handicrafts (Goats),21.0,101262,2,Goats,Agriculture,Available in Goats. Population: 1000
1267,Services (Goats),22.0,101263,2,Goats,Agriculture,Available in Goats. Population: 1000
1268,Food Items (Goats),23.0,101264,2,Goats,Agriculture,Available in Goats. Population: 1000
1269,Household Goods (Goats),24.0,101265,2,Goats,Agriculture,Available in Goats. Population: 1000
1270,Local Produce (Goats),25.0,101266,2,Goats,Agriculture,Available in Goats. Population: 1000
1271,Handicrafts (Goats),26.0,101267,2,Goats,Agriculture,Available in Goats. Population: 1000
1272,Services (Goats),27.0,101268,2,Goats,Agriculture,Available in Goats. Population: 1000
1273,Food Items (Goats),28.0,101269,2,Goats,Agriculture,Available in Goats. Population: 1000
1274,Household Goods (Goats),29.0,101270,2,Goats,Agriculture,Available in Goats. Population: 1000
1275,Local Produce (Goats),30.0,101271,2,Goats,Agriculture,Available in Goats. Population: 1000
1276,Handicrafts (Goats),31.0,101272,2,Goats,Agriculture,Available in Goats. Population: 1000
1277,Services (Goats),32.0,101273,2,Goats,Agriculture,Available in Goats. Population: 1000
1278,Food Items (Goats),33.0,101274,2,Goats,Agriculture,Available in Goats. Population: 1000
1279,Household Goods (Goats),34.0,101275,2,Goats,Agriculture,Available in Goats. Population: 1000
1280,Local Produce (Goats),35.0,101276,2,Goats,Agriculture,Available in Goats. Population: 1000
1281,Handicrafts (Goats),36.0,101277,2,Goats,Agriculture,Available in Goats. Population: 1000
1282,Services (Goats),37.0,101278,2,Goats,Agriculture,Available in Goats. Population: 1000
1283,Food Items (Goats),38.0,101279,2,Goats,Agriculture,Available in Goats. Population: 1000
1284,Household Goods (Goats),39.0,101280,2,Goats,Agriculture,Available in Goats. Population: 1000
1285,Local Produce (Carrots),20.0,101281,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1286,Handicrafts (Carrots),21.0,101282,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1287,Services (Carrots),22.0,101283,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1288,Food Items (Carrots),23.0,101284,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1289,Household Goods (Carrots),24.0,101285,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1290,Local Produce (Carrots),25.0,101286,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1291,Handicrafts (Carrots),26.0,101287,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1292,Services (Carrots),27.0,101288,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1293,Food Items (Carrots),28.0,101289,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1294,Household Goods (Carrots),29.0,101290,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1295,Local Produce (Carrots),30.0,101291,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1296,Handicrafts (Carrots),31.0,101292,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1297,Services (Carrots),32.0,101293,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1298,Food Items (Carrots),33.0,101294,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1299,Household Goods (Carrots),34.0,101295,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1300,Local Produce (Carrots),35.0,101296,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1301,Handicrafts (Carrots),36.0,101297,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1302,Services (Carrots),37.0,101298,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1303,Food Items (Carrots),38.0,101299,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1304,Household Goods (Carrots),39.0,101300,2,Carrots,Agriculture,Available in Carrots. Population: 1000
1305,Local Produce (Preserves),20.0,101301,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1306,Handicrafts (Preserves),21.0,101302,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1307,Services (Preserves),22.0,101303,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1308,Food Items (Preserves),23.0,101304,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1309,Household Goods (Preserves),24.0,101305,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1310,Local Produce (Preserves),25.0,101306,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1311,Handicrafts (Preserves),26.0,101307,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1312,Services (Preserves),27.0,101308,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1313,Food Items (Preserves),28.0,101309,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1314,Household Goods (Preserves),29.0,101310,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1315,Local Produce (Preserves),30.0,101311,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1316,Handicrafts (Preserves),31.0,101312,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1317,Services (Preserves),32.0,101313,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1318,Food Items (Preserves),33.0,101314,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1319,Household Goods (Preserves),34.0,101315,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1320,Local Produce (Preserves),35.0,101316,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1321,Handicrafts (Preserves),36.0,101317,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1322,Services (Preserves),37.0,101318,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1323,Food Items (Preserves),38.0,101319,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1324,Household Goods (Preserves),39.0,101320,2,Preserves,Agriculture,Available in Preserves. Population: 1000
1325,Local Produce (Local Survey),20.0,101321,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1326,Handicrafts (Local Survey),21.0,101322,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1327,Services (Local Survey),22.0,101323,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1328,Food Items (Local Survey),23.0,101324,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1329,Household Goods (Local Survey),24.0,101325,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1330,Local Produce (Local Survey),25.0,101326,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1331,Handicrafts (Local Survey),26.0,101327,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1332,Services (Local Survey),27.0,101328,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1333,Food Items (Local Survey),28.0,101329,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1334,Household Goods (Local Survey),29.0,101330,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1335,Local Produce (Local Survey),30.0,101331,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1336,Handicrafts (Local Survey),31.0,101332,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1337,Services (Local Survey),32.0,101333,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1338,Food Items (Local Survey),33.0,101334,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1339,Household Goods (Local Survey),34.0,101335,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1340,Local Produce (Local Survey),35.0,101336,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1341,Handicrafts (Local Survey),36.0,101337,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1342,Services (Local Survey),37.0,101338,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1343,Food Items (Local Survey),38.0,101339,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
1344,Household Goods (Local Survey),39.0,101340,2,Local Survey,Agriculture,Available in Local Survey. Population: 1000
